Aylor_TCDD_Male_adult_blood	Aylor_TCDD_Male_adult_liver	Bartolomei_BPA10mg_Male_adult_blood	Bartolomei_BPA10mg_Male_adult_liver	Bartolomei_BPA10ug_Male_adult_blood	Bartolomei_BPA10ug_Male_adult_liver	Biswal_PM2.5_Male_adult_blood	Biswal_PM2.5_Male_adult_liver	Dolinoy_DEHP_Male_adult_blood	Dolinoy_DEHP_Male_adult_liver	Dolinoy_Pb_Male_adult_blood	Dolinoy_Pb_Male_adult_liver	Mutlu_PM2.5_Male_adult_blood	Mutlu_PM2.5_Male_adult_liver	Walker_TBT_Male_adult_blood	Walker_TBT_Male_adult_liver	Zhibin_As_Male_adult_blood	Zhibin_As_Male_adult_liver	Type
Ppan	0	0	0	0	0	0	-0.591155561566087	-0.660912935983099	0	0	0	0.621754758022313	0	0	0	0	0	0	Biswal_PM2.5_Male
Pde4c	0	0	0	0	-1.25710913982341	0	-1.24587801580332	-0.693397585152618	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Ube2s	0	0	0	0	-0.652608336327534	0	-0.949128928720135	-0.591789720320512	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
D930048N14Rik	0	0	0	0	0	0	-0.983166235200058	-0.794139939648654	0	0	0	0	0.623424685033958	0	0	0	0.777183238344501	0	Biswal_PM2.5_Male
Hes6	0	0	0	0	0	0.776883493636766	-0.739150634246126	-1.21428127219898	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Sytl1	0	0	0	0	0	0.676905676937485	-0.738901285350058	-0.903777915327689	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Mcm10	0	0	0	0	0	0	-0.995436766136288	-0.796156096004914	0	0	0	0	0	0	0	0	0	0.608344979462784	Biswal_PM2.5_Male
Nme1	0	0	0	0	0	0	-0.607713522212326	-0.668541623584927	0	0	0	0	0	0	0	0	0	0.709789862902846	Biswal_PM2.5_Male
Iqcb1	0	0	0	0	0	0	-0.604866698775391	-0.648737400201723	0	0	0	0	0.597420158671673	0	0	0	0	0	Biswal_PM2.5_Male
Pycrl	0	0	0	0	0	0	-0.711200308234564	-0.864359460271093	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Tmem29	0	0	0	0	0	0	-0.967962065179945	-0.942674353869844	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Aamdc	0	0	0	0	0	0	-0.820735481884109	-0.646448278995157	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Wbp1	0	0	0	0	0	0	-0.870646948825209	-0.585649786847447	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Ap1s1	0	0	0	0	0	0	-0.61580061369347	-0.597141502087895	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Oaz2	0	0	0	0	0	0	-0.627715262835178	-0.59938945958489	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Ntan1	0	0	0	0	0	0	-0.617959796383054	-0.669452353592511	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Ankrd54	0	0	0	0	0	0	-0.611837222457758	-0.632003186932382	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Gemin7	0	0	0	0	0	0	-0.595836436603907	-0.648353831873832	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Tle2	0	0	0	0	0	0	-0.66169988963979	-0.724134076329001	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Kcnj8	0	0	0	0	0	0	-0.753655305178451	-0.746906268605706	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Tmem9	0	0	0	0	0	0	-0.749639037665027	-0.709960176028836	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Pea15a	0	0	0	0	0	0	-0.715656673299255	-0.687384639273313	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Ptpn18	0	0	0	0	0	0	-0.761428820793622	-0.652710475843598	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Gm10076	0	0	0	0	0	0	-0.623654775706549	-0.671889294011306	0	0	0	1.07119112579812	0	0	0	-0.59923605253183	-0.998697578252465	0	Biswal_PM2.5_Male
Gm10275	0	0	0.652904314436006	0	0	0	0.698211202904641	-1.19448833554612	0	0	0	0.787582776169348	0	0	0.705453500732875	-0.764480763326283	-0.712325904543647	0	Biswal_PM2.5_Male
Rpl38-ps2	0	0	0.982020436280289	0	0	0	0.670186503709562	-1.01130147206228	0	0	0	0.874708708056885	0.659441256648419	0	0	0	-0.811221170687497	0	Biswal_PM2.5_Male
Rps27rt	0	0	0.706902609207594	0	0	0	0.795031319533184	-1.40882338055194	0	0	0	0.864399345381933	0.657122534328754	0	0.780171631513022	0	-1.20184739056053	0	Biswal_PM2.5_Male
Chrm3	-0.928962217931298	0	-1.02253080147148	0	0	0	0.757804125686139	-1.07937852536741	0	0	0	0	0	-1.53461683224319	-1.1832548296584	0	0	0	Biswal_PM2.5_Male
C1qb	0	0	0	0	0	0	1.69960596797883	-0.607202452441833	0	0	0	0	0	0	-1.7732817827122	0	0	0	Biswal_PM2.5_Male
Fam129b	0	0	0	0	0	0	1.05758096077018	-0.717062755615626	0	0	0	0	0	0	-1.54481863449846	0.775004020512421	0	0	Biswal_PM2.5_Male
Fabp5	0	0	0	-1.59592564620958	0	0	0.876713618663355	-2.16571716632156	0	0	0	0	-0.961111746465482	0	0	0	0	0	Biswal_PM2.5_Male
Aldh1b1	0	0	0	1.14547790567961	0	0.731769057752749	0.610700670836639	-0.97846473995527	0	0	0	0	-1.12087204253855	0	0	0	0	0	Biswal_PM2.5_Male
Gm20939	0	0	0	0	0	0	1.43635461899145	-0.706807166770757	0	0	0	-0.777969638312524	0	0	0.956802648345032	0	0	0	Biswal_PM2.5_Male
Tmem205	0	0	0	0	0	0.612144020532136	1.0570758055135	-0.644976399828078	0	0	0	0	0	0	0	0	-0.779275800086883	0	Biswal_PM2.5_Male
Wfdc17	0	0	0	0	0	0	1.90130160312503	-0.857536410937795	0	0	0	0	0	0	0	0	-1.1952417270719	0	Biswal_PM2.5_Male
Ccl9	0	0	0	0	0	0	1.52416039083717	-0.905469218945688	0	0	0	0	0	0	-0.650384585189494	0	0	0	Biswal_PM2.5_Male
Klra2	0	0	0	0	0	0	1.3954132416991	-0.683586101369759	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Depdc7	0	0	0	0	0	0	1.9426766612266	-0.794280389641833	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Lyz2	0	0	0	0	0	0	1.84268482433113	-0.661176484156966	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Gas2	0	0	0	0	0	0	0.99493266279504	-0.611299804128515	0	0	0	0	0	0	0	0	0.756828270399344	0	Biswal_PM2.5_Male
Raph1	0	0	0	0	0	0	1.33882711664138	-0.650642869955149	0	0	0	0	0	-0.598563906259292	0	0	0.625756279273216	-0.688129961049109	Biswal_PM2.5_Male
Ahnak	0	0	0	0	0	0	0.981588022410906	-0.77076130166968	0	0	0	0	0	0	-0.84836608395385	0	0	0	Biswal_PM2.5_Male
Tiam1	0	0	0	0	0	0	1.23253252211369	-0.725944942139528	0	0	0	0	0	0	-0.82946582826722	0	0	0	Biswal_PM2.5_Male
Aph1c	0	0	0	0	0	0	0.851936496514393	-1.01126376443497	0	0	0	0	0	0	-0.728215003098907	0	0	0	Biswal_PM2.5_Male
Hk3	0	0	0	0	0	0	0.737668260154432	-0.613158649009279	0	0	0	0	0	0	-0.7309998831878	0	0	0	Biswal_PM2.5_Male
Apobec1	0	0	0	0	0	0	0.599249498236623	-0.653265439838699	0	0	0	0	0	-0.716229294826978	-0.596800901723551	0	0	0	Biswal_PM2.5_Male
Aph1b	0	0	0	0	0	0	0.961271220691441	-0.877848953870416	0	0	0	0	0	-0.84066764866062	0	0	0	0	Biswal_PM2.5_Male
Spic	0	0	0	0	0	0	0.955017284629284	-0.732812368783266	0	0	0	0	0	-0.768059262355982	0	0	0	0	Biswal_PM2.5_Male
Atp8b4	0	0	0	0	0	0	0.922487159518775	-0.839653711479332	0	0	0	0	-0.924352214452343	0	0	0	0	0	Biswal_PM2.5_Male
Svil	0	0	0	0	0	0	0.700294228961894	-0.899571937717451	0	0	0	0	-0.618080724004698	0	0	0	0	0	Biswal_PM2.5_Male
Gm10123	0	0	0	0	0.596420424087048	0	0.661567821453751	-0.742883004109249	0	0	0	0	0	0	-0.641036617685281	0	0	0	Biswal_PM2.5_Male
Tmsb4x	0	0	0	0	0.902438008964019	0	0.892726573361909	-0.92801659159759	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Tspyl4	0	0	0	0	0	0	0.805118025246453	-1.08424112958416	0	0	0	0	0	0	0	-0.769693842650329	0	0	Biswal_PM2.5_Male
Clec12a	0	0.67195774441722	0	0	0	0	0.772927990847936	-0.682419142552264	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Insig1	0	0	0	0	0	0	0.597859792860328	-1.11751515188053	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Gm4956	0	0	0	0	0	0	0.674990654830738	-0.875040640761207	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Paox	0	0	0	0	0	0	0.658204409053561	-0.848740781603299	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
2310001H17Rik	0	0	0	0	0	0	0.729684583122096	-0.792212409397469	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Tyrobp	0	0	0	0	0	0	0.680107071644124	-0.794998110085718	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Ttc39c	0	0	0	0	0	0	0.637820221100303	-0.588782505505251	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Xbp1	0	0	0	0	0	0	0.626375901355156	-0.660036886476455	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Arhgap26	0	0	0	0	0	0	0.811342227558971	-0.64043793989618	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Cd53	0	0	0	0	0	0	0.766929745498465	-0.606015764006472	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Pkdcc	0	0	0	0	0	0	0.753796297932434	-0.592699125920375	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Tlcd1	0	0	0	0	0	0	1.43613304460112	-0.705464494403641	0	0	0	0	0.891356089779961	0	0	0	0	0	Biswal_PM2.5_Male
Rps14	0	0	0	0	0	0	0.905947632543765	-0.733861061248285	0	0	0	0	0.831894216082806	0	0	0	-0.652535687309715	0	Biswal_PM2.5_Male
H2-Aa	0	0	0	0	0	0	0.592278387104665	-0.708758413060601	0	0	0	0	1.14913351823511	0	0	0	0	0	Biswal_PM2.5_Male
Rpl30	0	0	0	0	0	0	0.726268234759684	-0.599862213470654	0	0	0	0	0.634765837494311	0	0	0	0	0	Biswal_PM2.5_Male
Rps3	0	0	0	0	0	0	0.719610668020992	-0.677780523866868	0	0	0	0	0.842272772612766	0	0	0	0	0	Biswal_PM2.5_Male
Gm13835	0	0	1.13592343519824	0	0.791009598745527	0	0.596695159511072	-0.855850995360185	0	0	0	0	0	0	0	-0.686739312635763	0	0	Biswal_PM2.5_Male
Aif1	0	0	0.900995273589896	0	0	0	1.20961084685712	-0.962429970844681	0	0	0	0	0	0	0	0	-0.707315496616795	0	Biswal_PM2.5_Male
Fuom	0	0	0.849385472268633	0	0	0	0.658635682749119	-0.996628424829633	0	0	0	0	0	0	0	0	0	0	Biswal_PM2.5_Male
Dnajc12	0	0	0	-0.802180751215388	0	0	0.869049769636513	-0.72793372964887	0	0	0	0	0	0	0	-1.01028242780519	-0.637726310384905	0	Biswal_PM2.5_Male
Sdf2l1	0	-0.689750611637335	0	0	0	0	1.02916477514153	-0.64803982457984	0	0	0	0	0	-0.685154392859066	-0.651877625736088	-1.04154986185411	0	0	Biswal_PM2.5_Male
Snord17	0	0	0	0	0	0	0	0	-1.14125507660077	1.33968271306903	0	0	0	0	0	0	0	1.06612871287724	Dolinoy_DEHP_Male
Trim5	0	0	0	0	0	0	0.618878155404671	0	0.902755676850605	0.69612853060531	0	0	0	0	0	0	0	0	Dolinoy_DEHP_Male
Gm13509	0	0	-0.79758258304984	0	0	0	-1.436848385763	0	0	0	-1.43859362676445	-1.05723879062699	-0.676083080900955	0	0	0	0	-1.01161376820074	Dolinoy_Pb_Male
Gm43305	0	0	0	0	0	0	0	2.0829851924374	0	0	-1.50233989886617	-1.67509167745346	0	0	0	0	0	0	Dolinoy_Pb_Male
Ptpn13	0	0	0	0	0	0	0	0	0	0	-1.1794934049967	-1.02939114152515	-0.777213046205451	0	0	0	0	0	Dolinoy_Pb_Male
Kantr	0	0	0	0	0	0	0.830024782825079	0	0	0	-0.652239026088538	-0.822825550907856	0	0	0	0	0	0	Dolinoy_Pb_Male
mt-Co1	0	0	0	0	0	0	0	0	0	0	-0.603860388523842	-0.642812216240955	0	0	0	0	0	0	Dolinoy_Pb_Male
Zc3h11a	0	0	0	0	0	0	0.631360540139458	0	0	0	-0.945437081075772	-0.735005110779867	0	-0.835127052987048	0	0	0	-0.840412054986741	Dolinoy_Pb_Male
Atg9a	0	0	-0.723998183634155	0	0	0	0	0	0	0	-0.719009561925592	-0.996592313713395	0	0	0	0	0	-0.733093143521424	Dolinoy_Pb_Male
Thtpa	0	0	0	0	0	0	0	0	0	0	-0.768762255521634	-1.23813368526589	0	0	0	0	0	-0.605118259513679	Dolinoy_Pb_Male
Gm38394	0	0	0	0	0	0	1.06798933184697	0	1.06584913202158	0	1.25400526461903	-1.19365234947353	0	-0.934857093286781	0	0	0	0	Dolinoy_Pb_Male
Gpx8	0	0	0	0	0	0	0	-0.660475038534619	0	0	0.865579243152854	0.654636834591307	0	0	0	0	0	0	Dolinoy_Pb_Male
Hist1h1e	0	0	0	0	0	0	0	0	0	1.04994883483189	0.807899383828674	1.19576238480963	0	0	0	0	0	0	Dolinoy_Pb_Male
Gm1821	0	0	-0.806937579108725	0	0	0	0	0	0	0	-0.74708824247091	0.859425629376626	-0.808335273052501	0	0	0	0	0	Dolinoy_Pb_Male
Gm10095	0	0	0	0	0	0	0	0	0	0	-0.891746806063508	1.21204720011444	0.611279415938255	0	0	0	0	0	Dolinoy_Pb_Male
Gm13456	0	0	0	0	0.675427598473286	0	0	0	0	0	-0.701337672995774	0.783004242190701	0	0	0	-0.879254949430538	0	-0.739167038887211	Dolinoy_Pb_Male
Dbp	0	0	0	0	0	0	-0.88900837560754	0	0	0	0	0	0.673449560570352	2.20030698650193	0	2.29163728546311	0	0	Mutlu_PM2.5_Male
Esr1	0	0	0	0	0	0	0.869441323101242	0	0	0	0	0	0.617456547898168	-0.655849267606979	0	0	0	0.92647578747813	Mutlu_PM2.5_Male
Foxo1	0	0	0	0	0	0	0	0.797121261804704	0	0	0	0	0.66548587121638	-0.630676870436398	0	0	0	0	Mutlu_PM2.5_Male
Man2c1os	0	0	0	0	0	0	0	0	0	0	0	0	0.717638466931481	0.602354385610398	0.79095514758989	0	0.725401920560499	0	Mutlu_PM2.5_Male
Neurl2	0	0	0	0	0	0	0	0	0	0	0	0	0.897831827130357	0.606581084531542	0	0	-0.664506791687945	0	Mutlu_PM2.5_Male
Gstt2	0	0	0	0	0	0	0	0	0	0	0	0	0.873099325871948	0.62061047849701	0	0.621577665084331	0	0	Mutlu_PM2.5_Male
Ighm	0	0	0	0	0	0	0	0	0	0	0	0	0.862512246501236	1.1961305093945	0	0	0	0	Mutlu_PM2.5_Male
2310039H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.615747093209173	0.678945414338492	0	0	0	0	Mutlu_PM2.5_Male
Cd79b	0	0	0	0	0	0	0	0	0	0	0	0	0.90257574028373	0.657834902656479	0	0	0	0	Mutlu_PM2.5_Male
Steap4.1	0	0	0	-0.778856865045666	0	0	1.3237398998927	1.21792344733621	0	0	0	0	-1.54458153825731	-0.903765844852796	-1.43291237548874	-1.71257377746267	0	-0.897449188594343	Mutlu_PM2.5_Male
Atp11a	0	0	0	-0.892139419846331	0	0	1.50076854390655	0	0	0	0	0	-1.06005590415335	-1.01670129278703	-1.11682718790502	-0.982860666994472	0	-0.820945006136454	Mutlu_PM2.5_Male
Ms4a6d	0	0	0	0	0	0	2.07500914125222	0	0	0	0	0	-1.02330817633605	-0.846561824400518	-1.54442679035143	-0.733895776372387	0	0	Mutlu_PM2.5_Male
Fkbp5.1	0	0	0	0	0	0	0.893858337059119	1.91148413677428	0	0	0	0	-1.08600673286321	-0.863020280730664	0	0	0	0.898122371018708	Mutlu_PM2.5_Male
Il1rn.1	-0.999924045786696	0	0	0	0	0	0.718233913916487	0.751544399680837	0	0	0	0	-0.749306238973296	-1.23150462989631	-1.27175371322853	0	0	0	Mutlu_PM2.5_Male
Tlr13.1	0	0	0	0	0	0	0.947969636379323	0.651095442438707	0	0	0	0	-0.774485472734758	-1.14762327361578	-1.04335619127105	0	0	0	Mutlu_PM2.5_Male
Il13ra1	0	0	0	0	0	0	1.46221002232705	0	0	0	0	0	-0.706079582845338	-0.608929040124434	0	0	0	0	Mutlu_PM2.5_Male
Trpm2	0	0	0	0	0	0	0.864667853870787	0	0	0	0	0	-0.740402567731316	-0.634216503284404	0	0	0	0	Mutlu_PM2.5_Male
Cpeb2	0	0	0	0	0	0	0	0.691223771245882	0	0	0	0	-0.706016203700576	-0.8717506184581	0	0	0	0	Mutlu_PM2.5_Male
Cdk5rap1	0	0	0	0	0	0	0	0	0	0	0	0	-0.957962845649463	-0.626383743044733	0	0	0	0	Mutlu_PM2.5_Male
Slc26a6	0	0	0	0	0	0	0	0	0	0	0	0	-1.11458026030765	-0.647927117237284	0	0	0	0	Mutlu_PM2.5_Male
H2-T24	0	0	0	0	0	0	0	0	0	0	0	0	-0.592930835124511	-0.783939029943696	0	0	0	0	Mutlu_PM2.5_Male
Lcor	0	0	0	0	0	0	0	0	0	0	0	0	-0.683794330219623	-0.640066148485406	0	0	0	0	Mutlu_PM2.5_Male
Fpr1	0	0	0	0	0	0	0	0	0	0	0	0	-1.00659751355259	-0.928767484179067	-1.05880153551302	0	0	0	Mutlu_PM2.5_Male
Oas2	-0.637754745569079	0	0	0	0	0	0	0	0	0	0	0	-0.908618509329512	-0.841883638901813	-0.711420476263969	0	0	0	Mutlu_PM2.5_Male
Entpd1	0	0	0	0	0	0	0.642454358771174	0	0	0	0	0	-0.939446369741378	-0.663976011227762	-0.651967634842414	0	0	0	Mutlu_PM2.5_Male
Tlr2	0	0.658038963287029	0	0	0	0	0.680430001743561	0	0	0	0	0	-0.590633006586756	-0.836932290907118	-0.742558082909354	0	0	0	Mutlu_PM2.5_Male
Fabp2	0.846548641197214	0	0	0	0	0	0	0	0	0	0	0	-2.94580882401622	0.926762691631752	0	0	0.741148884224906	0	Mutlu_PM2.5_Male
Mgst3	0	0	0	0	0	0	-1.36668891808168	0	0	0	0	0	-0.929723868466883	0.938775481366757	0	0	0	0	Mutlu_PM2.5_Male
Tceal8	0	0	0	0	0	0	-1.07644080944994	0	0	0	0	0	-0.588496660906911	0.783035803453042	0	0	0	0	Mutlu_PM2.5_Male
Acmsd	0	-0.985894141835665	0	0	0	0	-1.9492805807218	0	0	0	0	0.909765839875574	-1.37789867138742	-1.04428398025611	0	-0.660066012134353	0	0	Mutlu_PM2.5_Male
St3gal5.1	0	0	0	0	0	0	-1.32787123698417	2.08499678616518	0	0	0	0	-0.901046708817097	-0.694724456753218	0	-0.614965339910094	0	0	Mutlu_PM2.5_Male
Ncoa4.1	0	0	0	0	-1.021746157178	0	-0.803615114734669	0.66334715580709	0	0	0	-0.639309353259124	-1.06043855147092	-0.635177365265511	0	0	0	0	Mutlu_PM2.5_Male
Armcx4.1	0	0	0	0	0	0	-0.753466455287221	0.608862317506345	0	0	0	0	-1.10013230071307	-0.699817354445739	0	0	0.80622149752991	0	Mutlu_PM2.5_Male
Tent5c.1	0	0	0	0	0	0	-1.12250163592328	1.13317167476247	0	0	0	0	-0.883290716484153	-0.642855186783228	0	0	0	0	Mutlu_PM2.5_Male
Mir6236	0	0	0	0	0	0	-2.82849629921194	0	0	0	0	0	0	0	-2.76606393083332	-1.7718939791051	2.26289464961569	0	Walker_TBT_Male
n-R5-8s1	0	0	0	0	-3.0747714793238	0	0	0	0	0	0	0	0	0	-5.18740093251293	-1.96525098790642	0	0	Walker_TBT_Male
Pls1.1	0	0	0	0	0.774320792597345	0	-0.862645410493062	1.36236671376332	0	0	0	0	0	0	-1.02693434177932	3.29702257590425	0	0	Walker_TBT_Male
Src	0	0	0	0.605483940101153	0	0	-1.14871939405741	0	0	0	0	0	0	0	-1.51894796528686	0.713960526004376	0	0	Walker_TBT_Male
Rab27b.1	0	0	0	0	0.791684494308623	-0.648299826074692	0	0	0	0	0	0	0	0	-1.09096059889311	0.65206062572172	0	0	Walker_TBT_Male
Arhgap6	0	0	0	0	0.613099860041077	0	-0.670685606825575	0	0	0	0	0	0	0	-0.82117102357639	0.705680780718797	0	0	Walker_TBT_Male
Sord	0	0	0	0	0.882234142070011	0	-0.679350223302026	0	0	0	0	0	0	0	-0.631266032492688	0.66949315673036	0	0	Walker_TBT_Male
Lrrc8b	0	0.938472053672999	0	0	0.609135740091908	0	0	0	0	0	0	0	0	0	-0.851247948879516	1.08187984910114	0	0	Walker_TBT_Male
Ckb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.777764307110161	1.22571125092194	0	0	Walker_TBT_Male
Tnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73960050460785	0.890071114076325	0	0	Walker_TBT_Male
Pkm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.1749588750718	1.17296225905924	0	0	Walker_TBT_Male
Sort1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.2942059018449	0.702895003697107	0	0	Walker_TBT_Male
Lgals4	0	-0.616664807714982	0	0	0	0	0	0.658268629908782	0	0	0	0	-2.42748516548727	0	1.49973086873658	2.67154420741622	0	0	Walker_TBT_Male
Pcsk4	0	0.731328249228536	0	0	0	0.682712994877	0	0	0	0	0	0	0	1.17236925898198	1.67365554545836	1.45909264117285	0	0	Walker_TBT_Male
Rorc	0	0	0	0.799240524348778	0	0	0	0	0	0	0	0	0	0	1.64861579982716	0.590559707491998	1.41412912778232	0	Walker_TBT_Male
Gm14410	0	-0.765040305170834	0	0	0	0	0	0	0	0.974101216172235	0	0	0	0	1.20155731904461	0.702824577203314	0	0	Walker_TBT_Male
Nr1d2	0	0	0	0	0	0	0.719530087998993	0	0	0	0	0	0	0	0.741425794823445	0.768009889025934	0	0	Walker_TBT_Male
Adamdec1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04701904188865	0.749973520487771	0	0	Walker_TBT_Male
AC163032.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.614727769647108	0.730050518240476	0	0	Walker_TBT_Male
Scai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788193869133893	0.753733169023021	0	0	Walker_TBT_Male
Cdkn1a	0	0	0.623914058823579	0	0	0	0	3.08946299404981	0	0	0	0	0	-1.81515838299944	-0.661159614689337	-2.09874891248124	0	0	Walker_TBT_Male
Gm10275.1	0	0	0.652904314436006	0	0	0	0.698211202904641	-1.19448833554612	0	0	0	0.787582776169348	0	0	0.705453500732875	-0.764480763326283	-0.712325904543647	0	Walker_TBT_Male
Gm14586	0	0	0.884891891979397	0	0	0	0	-1.21068961021364	0	0	0	0.710485179764959	0.717139584379714	0	-0.717230527707913	-1.30573872053206	-0.620579091014577	0	Walker_TBT_Male
Srp54a	0	0	0	0	0	0	1.38295624497468	0	0	0	0	0	0	0	0.721514829330744	-0.63200992045669	0	0	Walker_TBT_Male
Slc25a29	0	0	0	0	0	0	0	0	0	0	0	0	0.720329234924158	0	0.987735456277571	-0.879641734384815	0	0	Walker_TBT_Male
Nfatc2ip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712410276746343	-0.73523952699262	0	0	Walker_TBT_Male
A230072C01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813957188766261	-0.797484872096032	0	0	Walker_TBT_Male
Lag3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.904859350543161	-0.849934352124837	0	0	Walker_TBT_Male
Dnmt3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623623657444119	-1.40794282451328	0	0.987649437262322	Walker_TBT_Male
Mycl	0	-0.898284211988769	0	0	0	0	0	0	0	0	0	0	0	0	1.03555633857113	-0.642665922737022	0	0.649815506735943	Walker_TBT_Male
Ly6d	0	1.25921773354525	0	0	0	0	-0.681039035912041	0	0	0	0	0	0.700296359026257	0	0.673866422318003	-1.31984775395385	0	0	Walker_TBT_Male
Gm9385	0	0	0.710020293364774	0	1.36249278502171	0	0	0	0	0	0	0	0.621420497779522	0	0.77962822868037	-0.855051733390565	-0.736912288896017	0	Walker_TBT_Male
Gm8186	0	0	0	0	0	0	0	0	0	0	0	1.27629271815623	0.706569597082687	0	0.728209095210569	-0.802752130482761	-1.09059427676566	0	Walker_TBT_Male
Ung	0	0	0	0	0	0	0	0.773787451247967	0	0	0	0	0	0	0.647854809455073	-0.816153887485686	-0.904198745710973	0	Walker_TBT_Male
Fam129b.1	0	0	0	0	0	0	1.05758096077018	-0.717062755615626	0	0	0	0	0	0	-1.54481863449846	0.775004020512421	0	0	Walker_TBT_Male
Ptgfrn	0	0	0	0	0	0	1.68670348165558	0	0	-0.606690012718859	0	0	0	0	-0.880319208882848	0.630544720781656	0	0	Walker_TBT_Male
Sdf2l1.1	0	-0.689750611637335	0	0	0	0	1.02916477514153	-0.64803982457984	0	0	0	0	0	-0.685154392859066	-0.651877625736088	-1.04154986185411	0	0	Walker_TBT_Male
Kctd17	0	0	0	0	0	0	0.925511085996234	0	0	0	0	0	0	0	-0.806700220885897	-0.646201700622373	0	0	Walker_TBT_Male
Nfil3	0	-0.799725380070447	0	0	0	0	0.669175643549878	0	0	0	0	0	0	0	-0.810010995515355	-0.877709886869301	0	0	Walker_TBT_Male
Socs3	0	0	0	0	0	0	0.616026538451963	0	0	0	0	0	-0.644680608043009	0	-1.28830567372954	-1.12515416518135	-0.759864058549313	0	Walker_TBT_Male
Litaf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.27984106345662	-1.04196107380815	0	0	Walker_TBT_Male
Tubb2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.13826067983737	-1.24300491424408	0	0	Walker_TBT_Male
Tubb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.18742976490802	-1.2930088265024	0	0	Walker_TBT_Male
Tnfrsf1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.846431801280538	-0.61984891087642	0	-0.713043322753267	Walker_TBT_Male
Rtl8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.976076738112137	-0.668367640050928	0	0	Walker_TBT_Male
Rtl8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.750153073892176	-0.617523586494477	0	0	Walker_TBT_Male
Steap4.2	0	0	0	-0.778856865045666	0	0	1.3237398998927	1.21792344733621	0	0	0	0	-1.54458153825731	-0.903765844852796	-1.43291237548874	-1.71257377746267	0	-0.897449188594343	Walker_TBT_Male
Atp11a.1	0	0	0	-0.892139419846331	0	0	1.50076854390655	0	0	0	0	0	-1.06005590415335	-1.01670129278703	-1.11682718790502	-0.982860666994472	0	-0.820945006136454	Walker_TBT_Male
Ms4a6d.1	0	0	0	0	0	0	2.07500914125222	0	0	0	0	0	-1.02330817633605	-0.846561824400518	-1.54442679035143	-0.733895776372387	0	0	Walker_TBT_Male
